ID Afiliado;Nombre Afiliado;Edad;Ingresos;Antigüedad como afiliado (años);NIT Empresa empleadora;Nombre Empresa empleadora;Categoría;Departamento;Ciudad;Dirección de residencia;Número de hijos;Con quien vive;Tipo de vivienda;Tipo de suelo;Estado civil;Género;Tiene Mascotas
AF-001653;Edwin Álvarez Castaño;40;$5.757.000;22;910242862-1;Demo Energía y Redes S.A.S.;B;Antioquia;Medellín;Avenida 31 #56-32, Apto 1007, Barrio El Porvenir;3;"Padres; Hijos";Propia;Urbano;Separado;Hombre;No
AF-001654;Germán Muñoz Castro;31;$3.806.000;2;873953887-2;Demo Textiles Cordillera Ltda.;B;Bogotá D.C.;Bogotá D.C.;Transversal 161 #26-15, Apto 1250, Barrio Las Palmas;1;Hijos;Arriendo;Urbano;Casado;Hombre;Sí
AF-001655;Laura Diana Hernández Bustos;41;$6.470.000;8;955275268-1;Demo Transporte Metropolitano Ltda.;B;Valle del Cauca;Cali;Diagonal 99 #31-89, Apto 1394, Barrio Las Palmas;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-001656;Rafael Tomás González Hernández;23;$4.439.000;3;972788498-2;Demo Soluciones de Movilidad Ltda.;B;Caldas;La Dorada;Carrera 41 #12-77, Apto 120, Barrio El Bosque;0;Pareja;Familiar;Urbano;Casado;Hombre;No
AF-001657;Claudia Marcela Salazar Ospina;24;$2.684.000;1;912308943-2;Demo Gestión Humana Avanza S.A.;A;Cesar;Valledupar;Carrera 98 #53-44, Barrio El Porvenir;0;Padres;Arriendo;Urbano;Soltero;Mujer;Sí
AF-001658;Santiago Luis Pardo Caicedo;32;$2.276.000;12;955275268-1;Demo Transporte Metropolitano Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 6 #30-82, Barrio El Bosque;1;"Abuelos; Hijos";Arriendo;Urbano;Soltero;Hombre;No
AF-001659;Adriana Ospina Martínez;53;$4.672.000;5;818143241-1;Demo Tecnología Prisma S.A.;B;Bogotá D.C.;Bogotá D.C.;Carrera 95 #62-13, Apto 518, Barrio Ciudad Jardín;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001660;Manuel Andrés Bermúdez Vélez;45;$5.438.000;5;947019021-4;Demo Logística Andina SAS;B;Tolima;Ibagué;Avenida 164 #58-19, Apto 218, Barrio Centro;2;Hijos;Propia;Urbano;Separado;Hombre;Sí
AF-001661;Ana Mendoza Gómez;54;$5.096.000;5;865686587-3;Demo Agroindustria del Valle SAS;B;Amazonas;Leticia;Diagonal 133 #48-68, Apto 129, Barrio El Prado;2;Hijos;Propia;Urbano;Viudo;Mujer;Sí
AF-001662;Samuel Sebastián León Arias;21;$2.627.000;0;865588295-8;Demo Comercializadora Pacífico S.A.;A;Bogotá D.C.;Bogotá D.C.;Calle 18 #84-62, Barrio Villa Nueva;0;"Abuelos; Padres";Familiar;Urbano;Soltero;Hombre;No
AF-001663;Martha Cifuentes Cárdenas;61;$2.216.000;11;982537560-1;Demo Industrias del Sur S.A.;A;Atlántico;Barranquilla;Vereda El Porvenir, Finca Santa María, km 8;1;Hijos;Familiar;Rural;Casado;Mujer;Sí
AF-001664;Carolina Jiménez López;30;$5.341.000;1;861183695-7;Demo Agroindustria del Valle SAS;B;Boyacá;Sogamoso;Carrera 94 #114-44, Barrio La Castellana;0;Pareja;Arriendo;Urbano;Casado;Mujer;No
AF-001665;Esteban Luis Arias Cortés;35;$2.416.000;10;972788498-2;Demo Soluciones de Movilidad Ltda.;A;Meta;Villavicencio;Carrera 60 #109-58, Barrio La Arboleda;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001666;Angélica Paola Jiménez Castro;49;$2.866.000;23;963110020-3;Demo Soluciones Verdes S.A.S.;A;Cundinamarca;Zipaquirá;Vereda Los Alpes, Finca Santa María, km 13;2;"Pareja; Hijos";Propia;Rural;Unión Libre;Mujer;No
AF-001667;Luis Tomás Salazar Ruiz;48;$2.478.000;13;907599250-6;Demo Servicios Horizonte S.A.S.;A;Santander;Floridablanca;Transversal 36 #69-67, Barrio Centro;1;Hijos;Propia;Urbano;Separado;Hombre;No
AF-001668;Patricia Quintero Parra;27;$2.452.000;9;977165882-2;Demo Ingeniería Integral S.A.S.;A;Atlántico;Soledad;Carrera 49 #28-64, Apto 1689, Barrio La Campiña;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001669;Esteban Mauricio Rodríguez Cardona;33;$2.366.000;2;947019021-4;Demo Logística Andina SAS;A;Bogotá D.C.;Bogotá D.C.;Diagonal 11 #38-93, Barrio La Castellana;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001670;Diana Ana Hernández Navarro;31;$2.403.000;1;807703269-9;Demo Construcciones Nova SAS;A;Atlántico;Barranquilla;Transversal 92 #61-65, Barrio San José;2;Hijos;Arriendo;Urbano;Soltero;Mujer;No
AF-001671;Fernando Cabrera González;46;$2.129.000;10;908599090-8;Demo Educación Futuro S.A.S.;A;Atlántico;Soledad;Avenida 10 #41-36, Barrio El Porvenir;1;"Pareja; Hijos";Familiar;Urbano;Casado;Hombre;No
AF-001672;Juliana Marcela Cárdenas Jiménez;47;$5.446.000;5;874592511-2;Demo Consultoría Ápice S.A.S.;B;Cesar;Valledupar;Transversal 11 #47-47, Barrio La Castellana;1;Pareja;Arriendo;Urbano;Casado;Mujer;No
AF-001673;Fernanda Quintero Pérez;60;$2.764.000;4;907432753-1;Demo Alimentos del Centro Ltda.;A;Caldas;Manizales;Transversal 96 #54-44, Barrio El Porvenir;2;"Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-001674;Johanna Pineda Medina;49;$2.541.000;4;907432753-1;Demo Alimentos del Centro Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 113 #64-25, Apto 620, Barrio El Prado;2;Hijos;Arriendo;Urbano;Viudo;Mujer;No
AF-001675;Martha Pardo Montoya;35;$5.447.000;5;874270675-1;Demo Servicios Financieros Demo S.A.S.;B;Bogotá D.C.;Bogotá D.C.;Calle 11 #33-5, Barrio El Prado;2;Hijos;Familiar;Urbano;Separado;Mujer;Sí
AF-001676;Rosa Sofía Pineda Vargas;27;$2.718.000;0;947019021-4;Demo Logística Andina SAS;A;La Guajira;Riohacha;Vereda El Triunfo, Finca La Esperanza, km 1;2;"Pareja; Hijos";Propia;Rural;Unión Libre;Mujer;Sí
AF-001677;Paola Cortés Vélez;36;$7.706.000;13;940045828-5;Demo Soluciones Verdes S.A.S.;C;Bogotá D.C.;Bogotá D.C.;Transversal 80 #57-4, Barrio Centro;1;Pareja;Propia;Urbano;Casado;Mujer;Sí
AF-001678;Iván Ricardo Suárez Ruiz;45;$3.084.000;1;865588295-8;Demo Comercializadora Pacífico S.A.;A;Atlántico;Barranquilla;Diagonal 42 #118-21, Apto 1403, Barrio San Martín;1;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001679;Esteban Diego Suárez Sánchez;52;$4.483.000;0;890849770-7;Demo Tecnología Prisma S.A.;B;Valle del Cauca;Cali;Calle 2 #22-50, Apto 1606, Barrio San José;0;Pareja;Propia;Urbano;Casado;Hombre;Sí
AF-001680;Sofía Ruiz Hernández;31;$4.903.000;0;921244871-7;Demo Redes y Conectividad S.A.;B;Bogotá D.C.;Bogotá D.C.;Transversal 59 #41-90, Barrio La Campiña;1;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001681;Paula Natalia López Parra;29;$2.785.000;3;899808500-2;Demo Consultoría Ápice S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Calle 96 #27-15, Barrio La Arboleda;1;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001682;Carlos Medina Ruiz;49;$3.503.000;1;818143241-1;Demo Tecnología Prisma S.A.;B;Tolima;Ibagué;Avenida 8 #108-13, Apto 924, Barrio La Floresta;1;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;No
AF-001683;Luis Pardo Medina;31;$2.095.000;6;818143241-1;Demo Tecnología Prisma S.A.;A;Norte de Santander;Ocaña;Avenida 150 #14-81, Apto 1262, Barrio El Prado;2;"Padres; Hijos";Familiar;Urbano;Soltero;Hombre;Sí
AF-001684;Adriana Manuela Cortés Martínez;50;$2.582.000;9;874270675-1;Demo Servicios Financieros Demo S.A.S.;A;Boyacá;Duitama;Carrera 64 #26-71, Barrio El Recreo;1;"Pareja; Hijos";Propia;Urbano;Separado;Mujer;Sí
AF-001685;Miguel Rodríguez Muñoz;30;$2.360.000;12;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Cali;Calle 84 #80-75, Apto 402, Barrio Santa Ana;0;Abuelos;Familiar;Urbano;Soltero;Hombre;Sí
AF-001686;Carolina Díaz Torres;28;$16.019.000;3;912308943-2;Demo Gestión Humana Avanza S.A.;C;Antioquia;Medellín;Calle 2 #119-66, Apto 1511, Barrio Los Pinos;0;"Padres; Pareja";Propia;Urbano;Casado;Mujer;No
AF-001687;Lorena Gómez Bustos;56;$2.663.000;3;807703269-9;Demo Construcciones Nova SAS;A;Bogotá D.C.;Bogotá D.C.;Avenida 14 #25-52, Apto 1102, Barrio San Martín;2;"Pareja; Hijos";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001688;Isabella Montoya Vélez;33;$2.876.000;9;883286045-2;Demo Comercial del Norte S.A.S.;A;Atlántico;Barranquilla;Carrera 126 #93-86, Barrio Nueva Colombia;0;Padres;Familiar;Urbano;Soltero;Mujer;No
AF-001689;Alexander Cardona González;64;$2.468.000;10;952582906-8;Demo Construcciones Nova SAS;A;Bogotá D.C.;Bogotá D.C.;Diagonal 156 #54-91, Barrio El Bosque;0;Pareja;Arriendo;Urbano;Unión Libre;Hombre;No
AF-001690;Brayan Cabrera Cortés;26;$3.106.000;8;839065913-2;Demo Mantenimiento Estratégico S.A.;A;Huila;Neiva;Carrera 25 #62-45, Apto 1038, Barrio La Castellana;1;"Padres; Hijos";Arriendo;Urbano;Soltero;Hombre;Sí
AF-001691;Juan Acosta Bustos;61;$2.085.000;12;970433668-7;Demo Textiles Cordillera Ltda.;A;Valle del Cauca;Cali;Transversal 54 #38-87, Barrio La Arboleda;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001692;Alexander Iván Montoya Torres;35;$5.156.000;4;947019021-4;Demo Logística Andina SAS;B;Antioquia;Medellín;Avenida 50 #21-35, Apto 612, Barrio El Recreo;Más de 4;"Pareja; Hijos";Propia;Urbano;Unión Libre;Hombre;No
AF-001693;Julián Camilo Rodríguez Navarro;51;$2.262.000;2;947019021-4;Demo Logística Andina SAS;A;Bogotá D.C.;Bogotá D.C.;Avenida 163 #62-85, Barrio El Bosque;3;Hijos;Arriendo;Urbano;Separado;Hombre;No
AF-001694;Paula Lorena Navarro González;40;$2.952.000;6;935945847-9;Demo Turismo y Experiencias S.A.;A;Casanare;Yopal;Avenida 126 #79-6, Apto 1151, Barrio San José;1;Abuelos;Arriendo;Urbano;Viudo;Mujer;No
AF-001695;Sara Paola Gómez Vargas;36;$2.158.000;4;947019021-4;Demo Logística Andina SAS;A;Antioquia;Rionegro;Transversal 50 #92-1, Barrio El Prado;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001696;Juliana Camila Molina Cárdenas;26;$2.831.000;5;947019021-4;Demo Logística Andina SAS;A;Valle del Cauca;Cali;Transversal 91 #31-59, Apto 419, Barrio La Esperanza;0;"Abuelos; Padres; Pareja";Familiar;Urbano;Soltero;Mujer;Sí
AF-001697;Tatiana Sara Ospina Navarro;21;$1.879.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Carrera 5 #61-12, Barrio Santa Ana;1;"Padres; Hijos";Arriendo;Urbano;Separado;Mujer;Sí
AF-001698;Mateo González Ospina;31;$2.519.000;3;923203127-7;Demo Soluciones Documentales S.A.;A;Atlántico;Barranquilla;Transversal 87 #25-4, Apto 1235, Barrio La Floresta;2;Hijos;Familiar;Urbano;Soltero;Hombre;Sí
AF-001699;Carlos Bermúdez Herrera;41;$9.456.000;8;865686587-3;Demo Agroindustria del Valle SAS;C;Antioquia;Medellín;Calle 140 #89-2, Apto 1376, Barrio El Porvenir;0;Abuelos;Propia;Urbano;Separado;Hombre;No
AF-001700;Natalia Hernández León;53;$5.460.000;19;947019021-4;Demo Logística Andina SAS;B;Bolívar;Cartagena;Avenida 73 #34-48, Barrio La Floresta;2;Pareja;Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001701;Edwin Arias Cortés;44;$14.977.000;14;808989787-3;Demo Transporte Metropolitano Ltda.;C;Tolima;Ibagué;Avenida 141 #85-37, Apto 1201, Barrio La Esperanza;1;"Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;Sí
AF-001702;Daniela Ramírez Valencia;37;$5.794.000;4;927195966-9;Demo Consultoría Ápice S.A.S.;B;Santander;Bucaramanga;Carrera 115 #16-20, Barrio La Esperanza;2;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001703;Julián Acosta López;20;$2.378.000;2;910242862-1;Demo Energía y Redes S.A.S.;A;Córdoba;Montería;Transversal 42 #11-60, Apto 998, Barrio La Victoria;0;"Padres; Pareja";Familiar;Urbano;Casado;Hombre;No
AF-001704;Luis Ortiz Valencia;41;$2.376.000;11;814185903-2;Demo Soluciones Verdes S.A.S.;A;Atlántico;Barranquilla;Transversal 104 #74-70, Barrio Ciudad Jardín;2;Hijos;Arriendo;Urbano;Casado;Hombre;Sí
AF-001705;Ana Luisa Ramírez Muñoz;27;$2.082.000;8;984983314-5;Demo Operaciones Urbanas SAS;A;Casanare;Yopal;Transversal 138 #95-77, Barrio La Floresta;0;Padres;Familiar;Urbano;Soltero;Mujer;No
AF-001706;Andrea Cárdenas Caicedo;43;$5.180.000;1;952582906-8;Demo Construcciones Nova SAS;B;Bogotá D.C.;Bogotá D.C.;Transversal 3 #88-84, Apto 1472, Barrio El Bosque;3;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Mujer;Sí
AF-001707;Jhon Moreno González;54;$3.430.000;0;836239924-0;Demo Salud Integral Colombia SAS;A;Quindío;Armenia;Avenida 45 #24-71, Apto 1433, Barrio La Arboleda;3;Hijos;Familiar;Urbano;Casado;Hombre;Sí
AF-001708;Santiago García Salazar;31;$2.684.000;13;818426084-5;Demo Servicios del Occidente Ltda.;A;Valle del Cauca;Palmira;Vereda La Florida, Finca Buenavista, km 2;2;"Pareja; Hijos";Familiar;Rural;Unión Libre;Hombre;No
AF-001709;Brayan García Cifuentes;49;$4.573.000;1;806247297-5;Demo Infraestructura Nacional Ltda.;B;Atlántico;Soledad;Avenida 90 #68-44, Barrio El Bosque;1;"Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001710;Rafael Diego Acosta Torres;28;$5.062.000;4;876089951-0;Demo Educación Futuro S.A.S.;B;Norte de Santander;Ocaña;Transversal 61 #61-81, Barrio El Porvenir;1;"Abuelos; Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001711;Gabriela Laura Bermúdez Ruiz;36;$2.405.000;12;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Valle del Cauca;Cali;Avenida 180 #34-88, Barrio La Arboleda;3;Hijos;Propia;Urbano;Separado;Mujer;Sí
AF-001712;Santiago Samuel Ruiz Cifuentes;33;$5.280.000;15;865686587-3;Demo Agroindustria del Valle SAS;B;Antioquia;Medellín;Calle 136 #92-75, Apto 375, Barrio Los Alpes;2;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-001713;Tatiana Laura Medina González;55;$6.280.000;2;867365339-3;Demo Servicios Horizonte S.A.S.;B;Cundinamarca;Chía;Calle 169 #15-44, Barrio Las Palmas;1;Hijos;Propia;Urbano;Viudo;Mujer;No
AF-001714;Juliana Ruiz León;28;$2.240.000;1;874329077-1;Demo Distribuciones Altamira Ltda.;A;Cundinamarca;Soacha;Transversal 46 #97-95, Barrio La Victoria;0;"Padres; Pareja";Arriendo;Urbano;Casado;Mujer;No
AF-001715;Martín Ortiz López;26;$2.625.000;4;908878877-4;Demo Servicios de Aseo Integral SAS;A;Cundinamarca;Soacha;Transversal 56 #55-76, Barrio La Esperanza;1;"Padres; Hijos";Familiar;Urbano;Soltero;Hombre;No
AF-001716;Yolanda Pineda Pardo;25;$2.827.000;1;830923505-1;Demo Manufacturas Capital Ltda.;A;Bogotá D.C.;Bogotá D.C.;Carrera 92 #88-12, Barrio El Bosque;0;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-001717;Juan González Moreno;31;$2.371.000;1;874592511-2;Demo Consultoría Ápice S.A.S.;A;Bolívar;Magangué;Avenida 176 #116-82, Apto 656, Barrio La Campiña;3;Hijos;Arriendo;Urbano;Soltero;Hombre;No
AF-001718;Ana Díaz Herrera;33;$9.285.000;2;830923505-1;Demo Manufacturas Capital Ltda.;C;Huila;Neiva;Avenida 123 #68-90, Apto 809, Barrio El Bosque;0;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001719;Paola María Rodríguez Martínez;32;$2.305.000;14;965918220-6;Demo Textiles Cordillera Ltda.;A;Sucre;Corozal;Calle 56 #67-43, Barrio Centro;1;"Abuelos; Hijos";Arriendo;Urbano;Soltero;Mujer;Sí
AF-001720;Javier León González;44;$2.987.000;10;900018166-8;Demo Procesos Industriales Sigma SAS;A;Antioquia;Medellín;Avenida 166 #28-82, Apto 1451, Barrio La Campiña;2;Hijos;Familiar;Urbano;Soltero;Hombre;No
AF-001721;Claudia Cárdenas Torres;42;$1.887.000;9;911881192-1;Demo Servicios del Occidente Ltda.;A;Atlántico;Barranquilla;Carrera 36 #86-69, Barrio La Campiña;2;Padres;Familiar;Urbano;Separado;Mujer;No
AF-001722;Elena Yolanda Ortiz Romero;47;$2.390.000;2;947019021-4;Demo Logística Andina SAS;A;Atlántico;Soledad;Calle 145 #7-23, Barrio La Floresta;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;No
AF-001723;Johanna Parra Ortiz;28;$2.671.000;10;984366659-4;Demo Educación Futuro S.A.S.;A;Bolívar;Cartagena;Carrera 114 #118-34, Barrio El Recreo;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;No
AF-001724;María Bermúdez Navarro;54;$5.476.000;35;982310027-1;Demo Redes y Conectividad S.A.;B;Cundinamarca;Zipaquirá;Diagonal 132 #115-20, Apto 675, Barrio El Recreo;1;"Pareja; Hijos";Propia;Urbano;Casado;Mujer;Sí
AF-001725;Tatiana Torres Pardo;30;$2.213.000;7;921244871-7;Demo Redes y Conectividad S.A.;A;Valle del Cauca;Buenaventura;Carrera 160 #106-17, Barrio San José;3;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001726;Gabriela Fernanda Pérez Suárez;32;$5.162.000;1;965918220-6;Demo Textiles Cordillera Ltda.;B;Atlántico;Barranquilla;Calle 105 #12-64, Barrio La Castellana;0;Pareja;Familiar;Urbano;Casado;Mujer;Sí
AF-001727;Alexander Pérez Cortés;32;$2.775.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Norte de Santander;Cúcuta;Avenida 171 #24-2, Barrio Nueva Colombia;2;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-001728;Edwin Ricardo Cardona Molina;34;$2.860.000;13;830923505-1;Demo Manufacturas Capital Ltda.;A;Bogotá D.C.;Bogotá D.C.;Diagonal 39 #85-32, Barrio La Campiña;3;"Abuelos; Hijos";Familiar;Urbano;Soltero;Hombre;Sí
AF-001729;Javier Álvarez Arias;47;$12.050.000;17;944833963-7;Demo Operaciones del Caribe SAS;C;Santander;Bucaramanga;Diagonal 146 #30-37, Barrio El Recreo;2;Hijos;Propia;Urbano;Separado;Hombre;No
AF-001730;Manuel Edwin Bustos Acosta;35;$2.776.000;2;982310027-1;Demo Redes y Conectividad S.A.;A;Cundinamarca;Soacha;Transversal 34 #105-2, Barrio Santa Ana;2;Pareja;Arriendo;Urbano;Casado;Hombre;Sí
AF-001731;Wilson Martín Pérez Moreno;37;$4.776.000;1;910092002-1;Demo Comercial del Norte S.A.S.;B;Bolívar;Cartagena;Avenida 96 #50-49, Apto 1438, Barrio La Floresta;3;"Padres; Pareja; Hijos";Propia;Urbano;Casado;Hombre;Sí
AF-001732;Johanna Castaño Rojas;57;$2.700.000;8;907599250-6;Demo Servicios Horizonte S.A.S.;A;Atlántico;Soledad;Avenida 166 #104-93, Apto 1188, Barrio Villa Nueva;3;Pareja;Familiar;Urbano;Casado;Mujer;No
AF-001733;Martín Díaz Jiménez;44;$4.179.000;9;869105379-0;Demo Distribuciones Altamira Ltda.;B;Valle del Cauca;Palmira;Diagonal 80 #67-65, Barrio El Prado;2;Hijos;Arriendo;Urbano;Casado;Hombre;No
AF-001734;Rafael Iván Díaz Ramírez;54;$3.478.000;8;987942517-9;Demo Servicios Empresariales Nexo S.A.;A;Bogotá D.C.;Bogotá D.C.;Carrera 53 #44-22, Apto 1661, Barrio La Arboleda;0;"Abuelos; Pareja";Propia;Urbano;Casado;Hombre;Sí
AF-001735;Mauricio Mendoza Mendoza;53;$5.543.000;0;907432753-1;Demo Alimentos del Centro Ltda.;B;Cauca;Popayán;Vereda El Triunfo, Finca Las Acacias, km 8;0;Pareja;Propia;Rural;Unión Libre;Hombre;Sí
AF-001736;Ricardo Jhon Castaño Hernández;40;$2.664.000;13;907432753-1;Demo Alimentos del Centro Ltda.;A;Bolívar;Cartagena;Transversal 144 #120-99, Barrio Los Alpes;0;Abuelos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001737;Catalina Hernández González;57;$10.388.000;9;940045828-5;Demo Soluciones Verdes S.A.S.;C;Norte de Santander;Cúcuta;Transversal 115 #31-57, Apto 1509, Barrio La Esperanza;2;Pareja;Propia;Urbano;Unión Libre;Mujer;Sí
AF-001738;Edwin Juan Caicedo Herrera;60;$2.154.000;32;836239924-0;Demo Salud Integral Colombia SAS;A;Antioquia;Bello;Transversal 105 #49-20, Apto 692, Barrio Nueva Colombia;1;"Padres; Pareja; Hijos";Arriendo;Urbano;Casado;Hombre;No
AF-001739;Fernanda Mónica Caicedo Ospina;24;$2.383.000;2;900723063-1;Demo Farmacéutica Horizonte Ltda.;A;Boyacá;Sogamoso;Transversal 99 #114-23, Apto 903, Barrio El Bosque;0;"Padres; Pareja";Propia;Urbano;Unión Libre;Mujer;Sí
AF-001740;Valentina Karen Molina Martínez;53;$5.884.000;1;947019021-4;Demo Logística Andina SAS;B;Santander;Barrancabermeja;Carrera 6 #24-87, Barrio Santa Ana;1;Hijos;Propia;Urbano;Separado;Mujer;Sí
AF-001741;Luisa Cardona Ruiz;23;$4.954.000;4;822917527-8;Demo Operaciones Urbanas SAS;B;Bogotá D.C.;Bogotá D.C.;Calle 173 #76-20, Barrio El Porvenir;0;Padres;Familiar;Urbano;Soltero;Mujer;Sí
AF-001742;Camila María Rodríguez Castaño;41;$4.385.000;3;907599250-6;Demo Servicios Horizonte S.A.S.;B;Antioquia;Bello;Avenida 41 #62-35, Barrio La Campiña;0;Pareja;Propia;Urbano;Casado;Mujer;No
AF-001743;Ricardo Castro Parra;40;$1.892.000;9;910242862-1;Demo Energía y Redes S.A.S.;A;Magdalena;Ciénaga;Transversal 13 #14-80, Apto 490, Barrio Ciudad Jardín;1;"Padres; Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;No
AF-001744;Juliana Cortés Molina;42;$3.717.000;11;886651994-3;Demo Gestión Ambiental SAS;B;Cesar;Valledupar;Avenida 174 #100-32, Apto 495, Barrio El Recreo;2;Pareja;Propia;Urbano;Casado;Mujer;No
AF-001745;Andrea Pérez Álvarez;37;$5.309.000;7;907432753-1;Demo Alimentos del Centro Ltda.;B;Atlántico;Soledad;Transversal 124 #107-39, Apto 1805, Barrio La Castellana;2;Hijos;Arriendo;Urbano;Separado;Mujer;No
AF-001746;Felipe Julián Castaño Pineda;29;$2.483.000;2;865588295-8;Demo Comercializadora Pacífico S.A.;A;Boyacá;Sogamoso;Carrera 72 #32-62, Barrio San Martín;1;"Padres; Hijos";Arriendo;Urbano;Unión Libre;Hombre;No
AF-001747;Héctor Samuel Valencia Rodríguez;27;$3.973.000;7;818143241-1;Demo Tecnología Prisma S.A.;B;Atlántico;Barranquilla;Diagonal 124 #16-70, Barrio El Porvenir;0;Pareja;Familiar;Urbano;Casado;Hombre;No
AF-001748;Óscar Pardo Díaz;60;$4.766.000;17;865588295-8;Demo Comercializadora Pacífico S.A.;B;Bolívar;Cartagena;Carrera 12 #12-61, Barrio La Esperanza;3;Hijos;Arriendo;Urbano;Viudo;Hombre;No
AF-001749;Andrés Navarro Valencia;26;$2.447.000;2;907599250-6;Demo Servicios Horizonte S.A.S.;A;Valle del Cauca;Cali;Calle 9 #94-7, Barrio Centro;1;"Pareja; Hijos";Familiar;Urbano;Unión Libre;Hombre;Sí
AF-001750;Sandra Ana Rojas Romero;23;$2.292.000;4;910242862-1;Demo Energía y Redes S.A.S.;A;Valle del Cauca;Cali;Calle 126 #8-95, Barrio La Floresta;0;"Abuelos; Padres; Pareja";Arriendo;Urbano;Unión Libre;Mujer;Sí
AF-001751;Gabriela Gómez Vargas;31;$4.731.000;4;947019021-4;Demo Logística Andina SAS;B;Antioquia;Medellín;Transversal 174 #18-40, Apto 1474, Barrio La Esperanza;3;"Pareja; Hijos";Arriendo;Urbano;Casado;Mujer;Sí
AF-001752;Diana Adriana Ruiz Arias;36;$1.906.000;11;999037645-5;Demo Alimentos y Bebidas Origen S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Carrera 28 #89-88, Barrio Villa Nueva;1;"Padres; Pareja";Arriendo;Urbano;Casado;Mujer;No
AF-001753;Camila Bermúdez García;44;$6.464.000;2;873844841-7;Demo Alimentos y Bebidas Origen S.A.S.;B;Cauca;Santander de Quilichao;Vereda El Triunfo, Finca Buenavista, km 8;2;"Pareja; Hijos";Arriendo;Rural;Casado;Mujer;Sí
AF-001754;Daniela Pérez Díaz;29;$2.465.000;11;902005924-5;Demo Gestión Ambiental SAS;A;Quindío;Armenia;Transversal 148 #19-24, Apto 640, Barrio Las Palmas;1;"Padres; Pareja; Hijos";Familiar;Urbano;Casado;Mujer;Sí
AF-001755;David Javier Bustos Bermúdez;46;$2.670.000;3;970433668-7;Demo Textiles Cordillera Ltda.;A;Cauca;Santander de Quilichao;Calle 34 #43-15, Barrio Los Pinos;0;Abuelos;Arriendo;Urbano;Separado;Hombre;Sí
AF-001756;Felipe Jiménez García;35;$5.287.000;12;935945847-9;Demo Turismo y Experiencias S.A.;B;Atlántico;Soledad;Carrera 86 #35-77, Apto 1574, Barrio Las Palmas;3;Hijos;Arriendo;Urbano;Soltero;Hombre;Sí
AF-001757;Luisa Cardona Acosta;57;$3.161.000;1;902005924-5;Demo Gestión Ambiental SAS;A;Bogotá D.C.;Bogotá D.C.;Transversal 43 #81-90, Apto 1585, Barrio Nueva Colombia;1;Hijos;Familiar;Urbano;Separado;Mujer;Sí
AF-001758;Luisa Tatiana Restrepo Arias;33;$2.574.000;3;890849770-7;Demo Tecnología Prisma S.A.;A;Bogotá D.C.;Bogotá D.C.;Calle 131 #76-59, Barrio El Porvenir;2;Hijos;Familiar;Urbano;Soltero;Mujer;Sí
AF-001759;Ariel Torres Martínez;33;$1.925.000;4;907599250-6;Demo Servicios Horizonte S.A.S.;A;Bogotá D.C.;Bogotá D.C.;Avenida 19 #90-46, Barrio Ciudad Jardín;0;"Padres; Pareja";Familiar;Urbano;Soltero;No especifica;Sí
